objectid,cross2,notes,orderid,title,description,creator,location,date,dateCreated:start,dateCreated:end,type,content_type,format,subject,subject#0,subject#1,subject#2,subject#3,subject#4,subject#5,filename,customtext:LCHSObjectID,rights,location:placename/en2,locationCreated:placename,display_template,object_location,image_small,image_thumb
01-03-469,01-03-469,,,"Subway Restaurant, Larry Swanger","Subway sandwich shop interior, Larry Swanger, manager or owner in foreground",,"Moscow, Idaho",1988,1988,,Image;StillImage,PHOTOGRAPH,image/jpeg,Subway; Restaurant; Larry Swanger; Moscow; Idaho,Subway,Restaurant,Larry Swanger,Moscow,Idaho,,01-03-469.jpg,01-03-469,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-469.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-469_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-469_th.jpg
01-03-470,01-03-470,,,Short's Funeral Chapel,"Short's Funeral Chapel, 1225 East 6th Street, Moscow",,"Moscow, Idaho",1980,1980,1985,Image;StillImage,PHOTOGRAPH,image/jpeg,Funeral home; Moscow; Idaho,Funeral home,Moscow,Idaho,,,,01-03-470.jpg,01-03-470,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-470.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-470_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-470_th.jpg
01-03-471,01-03-471,,,"The Topiary Tree, Willi Siems","Willi Siems, owner, in The Topiary Tree, clothing shop at 112 E. 4th Street, Moscow.",,"Moscow, Idaho",1984,1984,,Image;StillImage,PHOTOGRAPH,image/jpeg,Clothing store; Willi Siems; Moscow; Idaho,Clothing store,Willi Siems,Moscow,Idaho,,,01-03-471.jpg,01-03-471,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-471.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-471_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-471_th.jpg
01-03-472,01-03-472,,,"Biz-Art/Art-Biz Studio, Linda Canary","Linda Canary painting the final touches (at Biz-Art/Art-Biz) to mural ""Painterly Food"", made to be hung on the outside of the Moscow Food Coop.",,"Moscow, Idaho",1991,1991,,Image;StillImage,PHOTOGRAPH,image/jpeg,Mural; Moscow Food Coop; Linda Canary; Art-Biz Studio; Moscow; Idaho,Mural,Moscow Food Coop,Linda Canary,Art-Biz Studio,Moscow,Idaho,01-03-472.jpg,01-03-472,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-472.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-472_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-472_th.jpg
01-03-473,01-03-473,,,"The Pawn Shop, Vernon Gregg","Vernon Gregg inside The Pawn Shop In Moscow, showing numberous guns, holster, and painted saw blade.",,"Moscow, Idaho",1980,1980,1985,Image;StillImage,PHOTOGRAPH,image/jpeg,Pawn shop; Guns; Saw blade art; Vernon Gregg; Moscow; Idaho,Pawn shop,Guns,Saw blade art,Vernon Gregg,Moscow,Idaho,01-03-473.jpg,01-03-473,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-473.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-473_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-473_th.jpg
01-03-474,01-03-474,,,"U-Haul Center, Malcolm Gray","U Haul Center, moving and storage business, Malcom Gray",,"Moscow, Idaho",1980,1980,1985,Image;StillImage,PHOTOGRAPH,image/jpeg,U-Haul; Malcolm Gray; Moscow; Idaho,U-Haul,Malcolm Gray,Moscow,Idaho,,,01-03-474.jpg,01-03-474,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-474.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-474_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-474_th.jpg
01-03-475,01-03-475,,,"Tri State, Gerard Connelly","Tri State Distributors store interior at 1104 W. Pullman Rd., Gerard Connelly, owner, standing on mezzanine.",,"Moscow, Idaho",1980,1980,1985,Image;StillImage,PHOTOGRAPH,image/jpeg,Tri State Distributors; Merchandise; Gerard Connelly; Moscow; Idaho,Tri State Distributors,Merchandise,Gerard Connelly,Moscow,Idaho,,01-03-475.jpg,01-03-475,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-475.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-475_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-475_th.jpg
01-03-476,01-03-476,,,"Moscow Public Library, Gloria Gehrman","Moscow Public Library interior, Gloria Gherman, head librarian",,"Moscow, Idaho",1980,1980,1985,Image;StillImage,PHOTOGRAPH,image/jpeg,Library; Books; Gloria Gehrman; Moscow; Idaho,Library,Books,Gloria Gehrman,Moscow,Idaho,,01-03-476.jpg,01-03-476,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-476.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-476_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-476_th.jpg
01-03-477,01-03-477,,,Departures Travel and staff,"Departures Travel staff (L To R: Maryann Harlow, Travel Consultant; Teri Lightfield, Owner; Kirk Lightfield, Owner; Jan Hinrichs, Travel Consultant.)",,"Moscow, Idaho",1980,1980,1985,Image;StillImage,PHOTOGRAPH,image/jpeg,"Travel studio; Moscow; Idaho; Lightfield, Kirk Lightfield, Teri Hinrichs, Jan Harlow, Maryann",Travel studio,Moscow,Idaho,,"Lightfield, Kirk Lightfield, Teri Hinrichs, Jan Harlow, Maryann",,01-03-477.jpg,01-03-477,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-477.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-477_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-477_th.jpg
01-03-478,01-03-478,,,Cavanaugh's Inn restaurant,"Bob Frankovich inside the Jolly Roger Restaurant at Cavanaughs Inn, W. 3rd and Pullman Hwy (645 W. Pullman Road).  The building later became University of Idaho graduate residences and the parking permit office.",,"Moscow, Idaho",1989,1989,,Image;StillImage,PHOTOGRAPH,image/jpeg,Cavanaugh's Inn; Restaurant; Jolly Roger; Bob Frankovich; Moscow; Idaho,Cavanaugh's Inn,Restaurant,Jolly Roger,Bob Frankovich,Moscow,Idaho,01-03-478.jpg,01-03-478,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-478.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-478_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-478_th.jpg
01-03-479,01-03-479,,,DJ's Discount exterior,"D.J.'s Discount, 715 North Main, Moscow, with Margaret and Aaron Fiedler standing behind their sign. Snow is in the parking lot and on the roof.",,"Moscow, Idaho",1980,1980,1985,Image;StillImage,PHOTOGRAPH,image/jpeg,Discount store; Aaron Fiedler; Margaret Fiedler; Snow,Discount store,Aaron Fiedler,Margaret Fiedler,Snow,,,01-03-479.jpg,01-03-479,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-479.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-479_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-479_th.jpg
01-03-480,01-03-480,,,"Les Schwab Tire store, Gino Gugliemelli",Gino Gagliemelli standing in front of rows of tires for sale at Les Schwab Tire store.,,"Moscow, Idaho",1980,1980,1985,Image;StillImage,PHOTOGRAPH,image/jpeg,Tire store; Gino Gugliemelli; Moscow; Idaho,Tire store,Gino Gugliemelli,Moscow,Idaho,,,01-03-480.jpg,01-03-480,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-480.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-480_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-480_th.jpg
01-03-481,01-03-481,,,Camas Winery,Camas Winery with owners Stu and Sue Scott (100 Block of S. Main St). Price list for wines is displayed on wall.,,"Moscow, Idaho",1980,1980,1985,Image;StillImage,PHOTOGRAPH,image/jpeg,Wine store; Display counter; Stu Scott; Sue Scott; Moscow; Idaho,Wine store,Display counter,Stu Scott,Sue Scott,Moscow,Idaho,01-03-481.jpg,01-03-481,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-481.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-481_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-481_th.jpg
01-03-482,01-03-482,,,Phyllis' Soups and More restaurant,"Phyllis' Soups and More interior showing staff (L to R: Phyllis Ross, owner, with employees Gena Kelley and Doreen Ducomman).",,"Moscow, Idaho",1980,1980,1985,Image;StillImage,PHOTOGRAPH,image/jpeg,Restaurant; Phyllis Ross; Gena Kelley; Doreen Ducomman; Moscow; Idaho,Restaurant,Phyllis Ross,Gena Kelley,Doreen Ducomman,Moscow,Idaho,01-03-482.jpg,01-03-482,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-482.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-482_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-482_th.jpg
01-03-483,01-03-483,,,"University Inn Best Western, Bill Sagler","University Inn Best Western with manager, Bill Sagler on left.",,"Moscow, Idaho",1980,1980,1985,Image;StillImage,PHOTOGRAPH,image/jpeg,Best Western University Inn; Hotel; Moscow; Idaho,Best Western University Inn,Hotel,Moscow,Idaho,,,01-03-483.jpg,01-03-483,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-483.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-483_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-483_th.jpg
01-03-484,01-03-484,,,Model Stables,"Model Stables at 123 N. Main Street, later Model Garage",,"Moscow, Idaho",1910,1910,,Image;StillImage,PHOTOGRAPH,image/jpeg,Model Stables; Model Garage; Horses; Moscow; Idaho,Model Stables,Model Garage,Horses,Moscow,Idaho,,01-03-484.jpg,01-03-484,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-484.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-484_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-484_th.jpg
01-03-485,01-03-485,,,J. C. Penney building exterior and employees,"J.C. Penney building with employees, Ada Nelson, cashier, is third from left. Also shown are L. E. Oliver, Monta L. Surridge, Irene Smith, Glen Jones, and Leona Nero.",,"Moscow, Idaho",1926-07-15,1926-07-15,,Image;StillImage,PHOTOGRAPH,image/jpeg,Store; JC Penney; Moscow; Idaho,Store,J.C. Penney,Moscow,Idaho,,,01-03-485.jpg,01-03-485,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-485.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-485_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-485_th.jpg
01-03-486,01-03-486,,,Nelson Auto Electric,Nelson Auto Electric interior with Martin and Eva May (not pictured) Hendrickson,,"Moscow, Idaho",1920,1920,,Image;StillImage,PHOTOGRAPH,image/jpeg,Auto shop; Nelson Auto Electric; Martin Hendrickson; Eva May Hendrickson; Moscow; Idaho,Auto shop,Nelson Auto Electric,Martin Hendrickson,Eva May Hendrickson,Moscow,Idaho,01-03-486.jpg,01-03-486,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-486.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-486_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-486_th.jpg
01-03-487,01-03-487,,,Carithers Hospital,"Carithers Hospital, later Magee Hospital, at First and Jackson Streets",Werners,"Moscow, Idaho",1915,1915,1920,Image;StillImage,PHOTOGRAPH,image/jpeg,Hospital; Carithers; Magee; Snow; Moscow; Idaho,Hospital,Carithers,Magee,Snow,Moscow,Idaho,01-03-487.jpg,01-03-487,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-487.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-487_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-487_th.jpg
01-03-488,01-03-488,,,Matz Motors in winter,Matz Motors at NE corner of 7th and Main. Now McCoy Plumbing and Heating.,,"Moscow, Idaho",1950,1950,1955,Image;StillImage,PHOTOGRAPH,image/jpeg,Auto shop; Union Oil dealer; Matz Motors; Snow; Moscow; Idaho,Auto shop,Union Oil dealer,Matz Motors,Snow,Moscow,Idaho,01-03-488.jpg,01-03-488,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-488.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-488_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-488_th.jpg
01-03-489,01-03-489,,,Mobil Gas Station,"Mobil gas station in winter, located on SW corner of Third and Jackson (203 W. Jackson) looking SSE",,"Moscow, Idaho",1950,1950,1955,Image;StillImage,PHOTOGRAPH,image/jpeg,Auto shop; Gas station; Mobil Oil; Moscow; Idaho,Auto shop,Gas station,Mobil Oil,Moscow,Idaho,,01-03-489.jpg,01-03-489,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-489.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-489_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-489_th.jpg
01-03-490,01-03-490,,,"Hale Motors, Dodge dealership","Hale Motors, Dodge dealership, at 404 S. Washington St.",,"Moscow, Idaho",1960,1960,1965,Image;StillImage,PHOTOGRAPH,image/jpeg,Auto shop; Hale Motors; Moscow; Idaho,Auto shop,Hale Motors,Moscow,Idaho,,,01-03-490.jpg,01-03-490,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-490.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-490_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-490_th.jpg
01-03-491,01-03-491,,,Welcome to Moscow sign at airport,"Welcome to Moscow sign at airport.  Art Helbling on left, John Mix second from right.",,"Moscow, Idaho",1966,1966,,Image;StillImage,PHOTOGRAPH,image/jpeg,Airport; Art Helbling; John Mix; Moscow; Idaho,Airport,Art Helbling,John Mix,Moscow,Idaho,,01-03-491.jpg,01-03-491,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho",,image,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-491.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/small/01-03-491_sm.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-491_th.jpg
