identifier,title,description,creator,location,date,dateCreated:start,dateCreated:end,type,content_type,format,subject,subject#0,subject#1,subject#2,subject#3,subject#4,subject#5,filename,customtext:LCHSObjectID,rights,location:placename/en2,locationCreated:placename,object_thumb,object_location,reference_url
"01-03-529","McConnell building window, north side","McConnell building, window on First St., Moscow","","Moscow, Idaho","2000-06","2000-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","McConnell building; Trees; Window; Moscow; Idaho","McConnell building","Trees","Window","Moscow","Idaho","","01-03-529.jpg","01-03-529","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-529_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-529.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-529.html"
"01-03-530","McConnell building stained glass window, north side","McConnell building, stained glass window and First St. side wall.","","Moscow, Idaho","2000-06","2000-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","McConnell building; Trees; Stained glass; Window; Moscow; Idaho","McConnell building","Trees","Stained glass","Window","Moscow","Idaho","01-03-530.jpg","01-03-530","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-530_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-530.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-530.html"
"01-03-531","Architectural fan on the north side of the McConnell building","McConnell building exterior wall ornamentation detail, First Street","","Moscow, Idaho","2000-06","2000-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","McConnell building; Design; Wall ornamentation; Moscow; Idaho","McConnell building","Design","Wall ornamentation","Moscow","Idaho","","01-03-531.jpg","01-03-531","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-531_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-531.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-531.html"
"01-03-532","East Side of the McConnell Building with ghost signs","Back side, facing east, of the McConnell Building at 102 S. Main, showing the sign painted on the wall back in the early 20th century, which reads &quot;Williamson&#39;s Your Store and Ours.  Idaho&#39;s Price-Maker and ____-Setter.&quot;","","Moscow, Idaho","2000-06","2000-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","McConnell building; Sign; Williamson&#39;s Store; Moscow; Idaho","McConnell building","Sign","Williamson&#39;s Store","Moscow","Idaho","","01-03-532.jpg","01-03-532","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-532_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-532.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-532.html"
"01-03-533","East or rear side of the McConnell Building","Back side of the McConnell Building at 102 S. Main, facing east, showing closeup of brick wall and windows and a few words that remain of the sign painted on the wall when Williamson&#39;s Store was there in 1911.  Thatuna Apartments later occupied the upper two floors.","","Moscow, Idaho","2000-06","2000-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","McConnell building; Sign; Windows; Bricks; Thatuna Apartments; Moscow","McConnell building","Sign","Windows","Brick","Thatuna Apartments","Moscow","01-03-533.jpg","01-03-533","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-533_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-533.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-533.html"
"01-03-534","McConnell building rear entrance","McConnell building rear entrance, used as laundry room.","","Moscow, Idaho","2000-06","2000-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","McConnell building; Doors; Moscow; Idaho","McConnell building","Doors","Moscow","Idaho","","","01-03-534.jpg","01-03-534","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-534_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-534.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-534.html"
"01-03-535","Alley behind McConnell building, east side","McConnell building, view of back side, including fire excape and air conditioners and alley.  102 S. Main St.","","Moscow, Idaho","2000-06","2000-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","McConnell building; Alley; Fire escape; Windows; Moscow; Idaho","McConnell building","Alley","Fire escape","Windows","Moscow","Idaho","01-03-535.jpg","01-03-535","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-535_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-535.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-535.html"
"01-03-536","McConnell building rear entrance","McConnell building rear entrance","","Moscow, Idaho","2000-06","2000-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","McConnell building; Rear entrance; Doors; Moscow; Idaho","McConnell building","Rear entrance","Doors","Moscow","Idaho","","01-03-536.jpg","01-03-536","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-536_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-536.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-536.html"
"01-03-537","Architectural features on the west side of the McConnell Building","McConnell building, upper two floors&#39; windows and decorative motifs.  102 S. Main St.","","Moscow, Idaho","2000-06","2000-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","McConnell building; Architecture; Exterior wall decoration; Moscow; Idaho","McConnell building","Architecture","Exterior wall decoration","Moscow","Idaho","","01-03-537.jpg","01-03-537","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-537_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-537.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-537.html"
"01-03-538","McConnell building, west side","McConnell building, upper two floors&#39; windows and decorative motifs.  102 S. Main St.","","Moscow, Idaho","2000-06","2000-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","McConnell building; Architecture; Exterior wall decoration; Moscow; Idaho","McConnell building","Architecture","Exterior wall decoration","Moscow","Idaho","","01-03-538.jpg","01-03-538","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-538_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-538.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-538.html"
"01-03-539","McConnell building, west side to corner","McConnell building, showing the upper two floors&#39; windows and decorative motif to corner of First and Main.  102 S. Main St.","","Moscow, Idaho","2000-06","2000-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","McConnell building; Architecture; Exterior wall decoration; Moscow; Idaho","McConnell building","Architecture","Exterior wall decoration","Moscow","Idaho","","01-03-539.jpg","01-03-539","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-539_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-539.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-539.html"
"01-03-540","McConnell building, west side ornamentation","McConnell building, showing detail of west side exterior wall ornamentation","","Moscow, Idaho","2000-06","2000-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","McConnell building; Architecture; Exterior wall decoration; Moscow; Idaho","McConnell building","Architecture","Exterior wall decoration","Moscow","Idaho","","01-03-540.jpg","01-03-540","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-540_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-540.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-540.html"
"01-03-541","McConnell building, north entrance to apartments","McConnell building, Thatuna apartment entrance on north side.  107 E. First St.","","Moscow, Idaho","2000-06","2000-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","McConnell building; Thatuna Apartments; Door; Moscow; Idaho","McConnell building","Thatuna Apartments","Door","Moscow","Idaho","","01-03-541.jpg","01-03-541","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-541_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-541.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-541.html"
"01-03-542","McConnell building, north entrance","McConnell building, 107 E. First St., door to the Thatuna Apartments on 2nd and 3rd floors.  McCoy is a reflection in the door window.","","Moscow, Idaho","2000-06","2000-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","McConnell building; Thatuna Apartments; Door; Moscow; Idaho","McConnell building","Thatuna Apartments","Door","Moscow","Idaho","","01-03-542.jpg","01-03-542","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-542_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-542.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-542.html"
"01-03-543","McConnell building, east side, shown from across Washington &amp; Second Streets","Back side, facing east, of the McConnell Building at 102 S. Main, showing the sign painted on the wall back in the early 20th century, which reads &quot;Williamson&#39;s Your Store and Ours.  Idaho&#39;s Price-Maker and ____-Setter.&quot;  Building on corner behind red car is the Kenworthy Plaza at the corner of Washington and First Streets.","","Moscow, Idaho","2000-06","2000-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","McConnell building; Sign; Cars; Architecture; Moscow; Idaho","McConnell building","Sign","Cars","Architecture","Moscow","Idaho","01-03-543.jpg","01-03-543","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-543_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-543.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-543.html"
"01-03-545","Kenworthy arched entryway from alley","Kenworthy building entrance from alley between 5th and 6th Sts, wrought iron door","","Moscow, Idaho","2000-06","2000-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","Kenworthy; Brick buildings; Arched doorway; Alley; Moscow; Idaho","Kenworthy","Brick building","Arched doorway","Alley","Moscow","Idaho","01-03-545.jpg","01-03-545","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-545_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-545.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-545.html"
"01-03-546","Kenworthy round window in alley","Kenworthy building, round window and door in alley between 5th and 6th Sts.","","Moscow, Idaho","2000-06","2000-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","Kenworthy; Brick buildings; Round window; Brick alley; Moscow; Idaho","Kenworthy","Brick building","Round window","Brick alley","Moscow","Idaho","01-03-546.jpg","01-03-546","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-546_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-546.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-546.html"
"01-03-547","Kenworthy Rear Balcony","Kenworthy building on alley between 5th and 6th streets, showing partially exposed brick exterior wall, balcony with wrought iron railing and electric lines.","","Moscow, Idaho","2000-06","2000-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","Kenworthy; Brick buildings; Balcony; Alley; Moscow; Idaho","Kenworthy","Brick building","Balcony","Alley","Moscow","Idaho","01-03-547.jpg","01-03-547","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-547_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-547.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-547.html"
"01-03-548","Kenworthy building","Kenworthy building on alley between 5th and 6th streets, showing partially exposed brick exterior wall, balcony with wrought iron railing and electric lines.","","Moscow, Idaho","2000-06","2000-06","","Image;StillImage","PHOTOGRAPH","image/jpeg","Kenworthy; Brick buildings; Balcony; Alley; Moscow; Idaho","Kenworthy","Brick building","Balcony","Alley","Moscow","Idaho","01-03-548.jpg","01-03-548","Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information.","Moscow, Idaho","","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/thumbs/01-03-548_th.jpg","https://latahcountyhistory.sfo3.digitaloceanspaces.com/moscow/01-03-548.jpg","https://latahcountyhistoricalsociety.github.io/moscow-pilot/items/01-03-548.html"
